"Station number","River","Location","Catchment area","Year opened","Year closed","Peak flow data","Daily data","Live data","SPRHOST (%)"
"1001","Wick","Tarroul","162","1995","","No","Yes","No","50"
"2001","Helmsdale","Kilphedir","551","1974","","Yes","Yes","No","53"
"2002","Brora","Bruachrobie","434","1993","","Yes","Yes","No","54"
"3001","Shin","Lairg","495","1950","1957","No","Yes","No","54"
"3002","Carron","Sgodachail","241","1973","","Yes","Yes","No","50"
"3003","Oykel","Easter Turnaig","331","1977","","Yes","Yes","No","54"
"3004","Cassley","Rosehall","188","1979","","No","Yes","No","53"
"3005","Shin","Inveran","575","1981","2011","No","Yes","No","52"
"3006","Loch Ailsh","Loch Ailsh","44","2003","","No","Yes","No","50"
"4001","Conon","Moy Bridge","962","1947","","No","Yes","No","53"
"4003","Alness","Alness","201","1973","","Yes","Yes","No","48"
"4004","Blackwater","Contin","337","1981","2011","No","Yes","No","54"
"4005","Meig","Glenmeanie","121","1985","","Yes","Yes","No","53"
"4006","Bran","Dosmucheran","116","1990","","Yes","Yes","No","53"
"4007","Blackwater","Garve","289","1989","","No","Yes","No","55"
"4008","Newhall Burn","Newhall Bridge","41","1996","","No","Yes","No","28"
"4009","Peffery","Strathpeffer STW","17","1992","","No","Yes","No","41"
"4010","Meig","Loch Beannacharain","71","2011","","No","Yes","No","54"
"4011","Meig","Corrievuic","58","2011","","No","Yes","No","55"
"5001","Beauly","Erchless","850","1950","1963","No","Yes","No","52"
"5002","Farrar","Struy","311","1986","2011","No","Yes","No","53"
"5003","Glass","Kerrow Wood","482","1989","","No","Yes","No","52"
"5004","Glass","Fasnakyle","278","1991","","No","Yes","No","52"
"6001","Ness","Ness Castle Farm","1792","1935","1963","No","Yes","No","50"
"6003","Moriston","Invermoriston","391","1929","1945","Yes","Yes","No","53"
"6006","Allt Bhlaraidh","Invermoriston","28","1951","1962","No","Yes","No","56"
"6007","Ness","Ness-side","1839","1973","","No","Yes","No","49"
"6008","Enrick","Mill of Tore","106","1979","","Yes","Yes","No","43"
"6009","Moriston","Levishie","403","1994","2011","No","Yes","No","53"
"6011","Tarff","Ardachy Bridge","76","1993","","No","Yes","No","54"
"6012","Enrick","White Bridge","56","2007","","Yes","Yes","No","46"
"6013","Mill Burn","Dirriebught House","9","1998","","No","Yes","No","28"
"7001","Findhorn","Shenachie","416","1960","","Yes","Yes","No","56"
"7002","Findhorn","Forres","782","1958","","Yes","Yes","No","52"
"7003","Lossie","Sheriffmills","216","1963","","Yes","Yes","No","35"
"7004","Nairn","Firhall","313","1979","","Yes","Yes","No","41"
"7005","Divie","Dunphail","165","1982","","Yes","Yes","No","50"
"7006","Lossie","Torwinny","20","1986","2015","No","Yes","No","55"
"7007","Black Burn","Monaughty","44","1990","2012","No","Yes","No","27"
"7008","Nairn","Balnafoich","128","1993","","Yes","Yes","No","46"
"7009","Mosset Burn","Wardend Bridge","28","1998","","No","Yes","No","34"
"7010","Muckle Burn","Brodie","81","2005","","Yes","Yes","No","34"
"7011","Black Burn","Pluscarden Abbey","36","2012","","Yes","Yes","No","27"
"7012","Lossie","Ballachraggan","32","2015","","No","Yes","No","51"
"8001","Spey","Aberlour","2655","1938","1974","No","Yes","No","44"
"8002","Spey","Kinrara","1012","1951","","Yes","Yes","No","50"
"8003","Spey","Ruthven Bridge","534","1951","1973","No","Yes","No","50"
"8004","Avon","Delnashaugh","543","1952","","Yes","Yes","No","43"
"8005","Spey","Boat of Garten","1268","1951","","Yes","Yes","No","48"
"8006","Spey","Boat o Brig","2861","1952","","Yes","Yes","No","44"
"8007","Spey","Invertruim","400","1952","","Yes","Yes","No","51"
"8008","Tromie","Tromie Bridge","130","1952","2010","Yes","Yes","No","53"
"8009","Dulnain","Balnaan Bridge","272","1952","","Yes","Yes","No","47"
"8010","Spey","Grantown","1749","1953","","Yes","Yes","No","46"
"8011","Livet","Minmore","104","1981","","Yes","Yes","No","42"
"8013","Feshie","Feshie Bridge","231","1992","","Yes","Yes","No","49"
"8015","Fiddich","Auchindoun","45","1991","2010","No","Yes","No","46"
"8016","Conglass Water","Auchriachan","41","1992","1995","No","Yes","No","51"
"8017","Burn of Carron","Dailuaine","15","1991","1994","No","Yes","No","34"
"8018","Avon","Tomintoul","185","1993","2003","No","Yes","No","46"
"8021","Nethy","Forest Lodge","39","1996","2008","No","Yes","No","49"
"9001","Deveron","Avochie","442","1959","","Yes","Yes","No","37"
"9002","Deveron","Muiresk","955","1960","","Yes","Yes","No","35"
"9003","Isla","Grange","176","1960","","Yes","Yes","No","36"
"9004","Bogie","Redcraig","179","1980","","Yes","Yes","No","33"
"9005","Allt Deveron","Cabrach","67","1948","","No","Yes","No","46"
"9006","Deskford Burn","Cullen","47","1989","","Yes","Yes","No","33"
