Station number;Catchment area;Station level;Mean GDF;Maximum GDF;Base flow index;QMED;Maximum altitude;Woodland;Arable/horticultural;Grassland;Mountain/heath/bog;Urban extent;ASPBAR (°);BFIHOST (%);DPSBAR (m/km);LDP (km);PROPWET;URBCON1990;URBCON2000;URBEXT1990;URBEXT2000;URBLOC1990;URBLOC2000
27099;1360;;16;120;0.7;69;450;0.16;0.39;0.27;0.14;0.029;160;0.61;81;74;0.35;0.53;0.71;0.0068;0.0073;0.77;0.81
28001;126;160;2.1;100;0.47;;630;0.14;0.0039;0.33;0.47;0.0032;140;0.36;190;20;0.48;;;0;0;;
28002;163;64;1.1;39;0.5;18;280;0.06;0.24;0.62;0.0015;0.061;140;0.46;41;43;0.43;0.7;0.83;0.021;0.027;1.5;1.6
28003;408;74;5.3;85;0.61;79;290;0.048;0.032;0.14;0.001;0.74;95;0.5;33;44;0.31;0.87;0.95;0.4;0.59;0.99;1
28004;795;66;;;;61;290;0.086;0.15;0.21;0.0005;0.52;79;0.47;31;53;0.3;0.86;0.94;0.27;0.38;1.1;1.1
28005;1475;50;19;210;0.65;110;290;0.082;0.29;0.24;0.0005;0.37;75;0.5;29;79;0.3;0.84;0.93;0.18;0.24;1.2;1.2
28006;325;70;4.4;42;0.71;;330;0.064;0.15;0.53;0.0033;0.25;210;0.47;58;52;0.44;0.8;0.87;0.13;0.14;1.3;1.3
28007;4400;29;52;480;0.65;250;550;0.074;0.27;0.44;0.0054;0.2;140;0.52;46;130;0.32;0.81;0.91;0.087;0.12;1.2;1.2
28008;399;86;7.5;100;0.62;86;550;0.06;0.076;0.81;0.015;0.024;150;0.56;110;54;0.41;;0.66;0.0034;0.0073;;0.68
28009;7486;16;84;980;0.64;430;640;0.072;0.27;0.43;0.015;0.19;130;0.51;54;160;0.31;0.8;0.9;0.077;0.1;1;1
28010;1054;44;;;;140;640;0.097;0.1;0.62;0.085;0.074;130;0.55;120;91;0.39;0.62;0.79;0.017;0.031;0.63;0.66
28011;690;83;13;270;0.64;110;640;0.11;0.048;0.65;0.13;0.036;130;0.56;130;58;0.41;0.51;0.72;0.0074;0.015;0.77;0.74
28012;1229;56;13;120;0.69;61;330;0.078;0.25;0.48;0.0099;0.16;180;0.52;42;73;0.35;0.77;0.86;0.065;0.081;1.2;1.2
28014;591;69;6.3;70;0.69;;230;0.065;0.32;0.44;0.0048;0.16;210;0.52;31;45;0.33;0.76;0.86;0.05;0.071;1.1;1.1
28015;529;3.8;2.3;19;0.78;10;210;0.17;0.47;0.17;0.021;0.16;68;0.79;33;63;0.27;0.75;0.87;0.067;0.07;1.2;1.2
28016;231;5.6;1.8;20;0.7;;160;0.12;0.55;0.16;0.0006;0.16;79;0.76;31;45;0.3;0.77;0.86;0.067;0.07;1.1;1.1
28017;284;11;1.6;28;0.53;27;180;0.041;0.56;0.33;;0.064;19;0.38;28;37;0.27;0.015;0.71;0.015;0.013;0.8;0.86
28018;883;47;14;170;0.61;110;550;0.077;0.12;0.74;0.012;0.041;160;0.53;92;88;0.42;0.61;0.77;0.0091;0.014;0.9;0.9
28019;3072;43;36;350;0.66;180;330;0.077;0.3;0.35;0.0042;0.25;130;0.51;34;97;0.31;0.82;0.91;0.11;0.15;1.2;1.2
28020;236;81;3.7;33;0.55;;500;0.12;0.067;0.72;0.022;0.053;220;0.5;100;48;0.44;0.65;0.78;0.014;0.021;1.1;1
28021;1175;30;19;150;0.66;;640;0.091;0.12;0.59;0.076;0.1;130;0.55;110;100;0.38;0.72;0.85;0.031;0.048;0.49;0.55
28022;8231;4.9;89;960;0.65;440;640;0.07;0.3;0.42;0.014;0.18;120;0.5;52;200;0.3;0.8;0.9;0.073;0.099;1.1;1.1
28023;154;140;3.3;31;0.76;16;550;0.036;0.02;0.82;0.021;0.02;120;0.68;120;27;0.52;0.56;0.76;0.012;0.023;1.2;1.2
28024;414;48;2.8;78;0.4;35;230;0.03;0.51;0.38;0;0.074;240;0.4;41;55;0.28;0.69;0.81;0.015;0.022;0.67;0.74
28025;169;67;1.5;35;0.42;;280;0.055;0.5;0.33;;0.11;230;0.43;26;29;0.3;0.68;0.83;0.042;0.043;1.2;1.3
28026;368;60;3.1;82;0.52;50;280;0.076;0.47;0.29;;0.16;260;0.45;27;40;0.3;0.76;0.87;0.068;0.078;1.1;1.1
28027;182;33;1.9;44;0.53;17;190;0.072;0.24;0.36;0.0013;0.31;160;0.41;52;34;0.35;0.76;0.89;0.11;0.15;0.89;0.95
28028;480;47;2.7;44;0.35;;220;0.055;0.37;0.33;0;0.23;340;0.41;30;49;0.29;0.83;0.91;0.1;0.13;0.59;0.59
28029;57;31;0.38;14;0.38;;150;0.041;0.47;0.42;;0.061;300;0.38;31;25;0.28;0.68;0.78;0.015;0.016;0.66;0.68
28030;8;110;0.078;2.9;0.42;;250;0.15;0.16;0.63;;0.06;9;0.35;73;5.8;0.3;;;0.0006;0.0023;;
28031;149;130;3.6;91;0.53;67;510;0.057;0.059;0.82;0.034;0.017;98;0.46;120;34;0.44;;;0.0022;0.0034;;
28032;63;56;0.58;12;0.77;4.8;210;0.062;0.47;0.24;0.0001;0.23;83;0.82;42;17;0.38;0.74;0.87;0.091;0.097;1;1
28033;8;280;0.28;5;0.47;4.2;550;0.0035;;0.93;0.052;;110;0.4;170;6.1;0.52;;;0;0;;
28035;111;24;0.68;10;0.69;;190;0.1;0.24;0.16;0.018;0.48;130;0.76;43;20;0.35;0.84;0.93;0.21;0.28;0.67;0.66
28036;128;17;0.63;3.7;0.85;;190;0.26;0.47;0.14;0.029;0.086;90;0.88;33;36;0.29;0.69;0.79;0.043;0.033;1.3;1.3
28037;203;140;5;220;0.44;;640;0.1;0.013;0.52;0.32;0.012;130;0.41;190;24;0.48;;;0.0014;0.0025;;
28038;46;210;1.1;23;0.31;49;510;0.037;0.064;0.81;0.078;0.011;93;0.43;99;17;0.51;;;0.0016;0.0016;;
28039;74;100;0.75;35;0.45;31;290;0.06;0.04;0.18;;0.7;77;0.51;44;17;0.3;0.83;0.93;0.33;0.45;0.96;0.95
28040;53;110;0.62;30;0.44;12;330;0.051;0.055;0.58;0.006;0.3;230;0.4;68;16;0.44;0.79;0.85;0.15;0.16;0.82;0.8
28041;35;210;0.72;19;0.36;26;470;0.022;0.072;0.86;0.016;0.021;110;0.3;86;17;0.44;;0.38;0.0033;0.0045;;0.2
28043;335;99;6.4;130;0.55;84;640;0.11;0.032;0.55;0.25;0.026;140;0.46;160;43;0.41;;0.66;0.0023;0.0061;;0.55
28044;32;47;0.32;1.8;0.92;;190;0.14;0.62;0.16;;0.08;84;0.91;36;12;0.38;0.66;0.75;0.056;0.037;1;1
28045;263;24;1.7;18;0.77;8.9;210;0.17;0.4;0.16;0.028;0.23;71;0.83;38;33;0.28;0.78;0.9;0.092;0.11;1.2;1.2
28046;83;130;1.9;14;0.78;13;550;0.043;0.042;0.88;0.0089;0.013;190;0.65;140;32;0.46;;;0.0012;0.0037;;
28047;85;11;0.7;55;0.7;14;150;0.1;0.61;0.12;;0.15;87;0.71;35;19;0.35;0.72;0.86;0.071;0.075;1.2;1.3
28048;139;71;1.4;47;0.5;32;340;0.051;0.24;0.52;;0.18;140;0.46;68;24;0.36;0.71;0.86;0.042;0.073;0.92;0.9
28049;77;32;0.45;14;0.63;5.5;160;0.13;0.56;0.15;0.0004;0.15;89;0.75;34;20;0.38;0.77;0.83;0.065;0.066;0.97;1
28050;136;1.6;0.88;11;0.7;;140;0.12;0.47;0.17;0.0042;0.22;72;0.78;21;28;0.29;0.75;0.88;0.089;0.1;0.91;0.91
28052;163;77;1.2;17;0.65;9.3;230;0.082;0.36;0.5;0.0005;0.05;180;0.59;45;26;0.38;0.54;0.68;0.0085;0.011;0.75;0.8
28053;272;76;2.3;60;0.56;28;230;0.054;0.31;0.4;0.0002;0.22;15;0.46;25;29;0.32;0.78;0.88;0.069;0.11;1.3;1.2
28055;50;69;0.63;16;0.49;14;360;0.069;0.21;0.66;;0.057;140;0.46;110;16;0.35;0.53;0.72;0.013;0.022;1.2;1.3
28056;94;47;0.73;16;0.45;12;230;0.067;0.35;0.37;;0.2;120;0.35;38;28;0.3;0.75;0.86;0.062;0.077;0.79;0.75
28058;42;120;0.42;11;0.51;8.8;370;0.043;0.12;0.71;;0.052;190;0.45;93;17;0.36;0.51;0.71;0.0096;0.021;0.19;0.43
28059;29;79;0.46;4.8;0.71;11;190;0.039;0.17;0.15;;0.63;51;0.83;42;10;0.36;0.83;0.93;0.3;0.39;0.91;0.91
28060;69;28;0.17;4.3;0.75;2.7;160;0.14;0.47;0.24;0.021;0.13;120;0.75;54;17;0.27;0.64;0.81;0.029;0.038;0.95;0.95
28061;139;130;1.8;41;0.47;28;500;0.079;0.052;0.76;0.034;0.064;230;0.44;92;23;0.44;0.68;0.81;0.021;0.029;0.76;0.75
28066;130;79;0.95;25;0.42;18;200;0.075;0.072;0.22;;0.61;60;0.37;25;32;0.29;0.88;0.94;0.31;0.4;0.86;0.87
28067;1178;31;19;260;0.64;170;640;0.091;0.12;0.59;0.075;0.1;130;0.55;110;110;0.38;0.72;0.85;0.031;0.048;0.51;0.57
28070;9;290;0.17;4.3;0.44;4.3;450;0.13;;0.25;0.57;;210;0.43;85;5.8;0.38;;;0;0;;
28072;46;20;0.3;11;0.71;;150;0.039;0.66;0.2;;0.097;91;0.62;44;18;0.27;0.68;0.82;0.034;0.04;0.98;0.91
28074;1292;32;12;130;0.55;;270;0.053;0.42;0.35;0;0.16;360;0.41;36;84;0.29;0.79;0.89;0.061;0.08;0.82;0.82
28079;86;81;0.62;11;0.63;;230;0.091;0.37;0.48;0.0008;0.054;200;0.58;45;23;0.4;0.46;0.63;0.0056;0.009;0.82;0.84
28080;799;66;14;170;0.69;120;290;0.086;0.15;0.21;0.0005;0.52;79;0.47;31;53;0.3;0.86;0.94;0.27;0.38;1.1;1.1
28081;169;110;2.1;37;0.61;37;270;0.029;0.03;0.13;0.0012;0.77;94;0.4;27;19;0.31;0.88;0.96;0.42;0.67;0.98;0.99
28082;184;61;1.4;22;0.49;16;150;0.065;0.49;0.33;;0.11;64;0.45;26;23;0.3;0.73;0.84;0.036;0.044;0.85;0.86
28083;195;86;3.6;52;0.64;34;330;0.066;0.086;0.46;0.0049;0.37;230;0.44;60;31;0.44;0.81;0.88;0.2;0.22;1;1
28085;1054;44;17;330;0.63;140;640;0.097;0.1;0.62;0.085;0.073;130;0.55;120;90;0.39;0.61;0.79;0.017;0.031;0.64;0.67
28086;113;67;0.95;24;0.41;23;220;0.058;0.42;0.41;0.0002;0.1;290;0.36;36;26;0.29;0.77;0.86;0.027;0.035;0.47;0.5
28087;196;98;2.6;23;0.72;;270;0.034;0.032;0.14;0.0011;0.74;90;0.4;29;28;0.31;0.87;0.95;0.4;0.63;1;1
28091;231;8;1.6;31;0.73;12;160;0.12;0.55;0.16;0.0006;0.16;79;0.76;32;40;0.3;0.77;0.86;0.068;0.071;1.1;1.1
28093;1108;38;9.5;120;0.52;;250;0.051;0.42;0.36;0;0.16;330;0.4;36;69;0.29;0.8;0.89;0.06;0.077;0.75;0.76
28095;1422;55;23;300;0.71;130;290;0.083;0.28;0.24;0.0005;0.37;83;0.49;30;70;0.3;0.84;0.93;0.18;0.25;1.2;1.2
28102;194;72;1.2;22;0.4;;180;0.15;0.34;0.33;;0.16;26;0.45;26;49;0.29;0.75;0.89;0.053;0.061;1.3;1.3
28103;16;160;0.046;1.1;0.89;;370;0.058;0.096;0.62;;0.036;170;0.5;94;6.8;0.35;;0.5;0.0003;0.0054;;1.1
28109;11;89;0.077;0.27;0.88;;220;0.14;0.27;0.58;;0.01;180;0.8;76;9.4;0.34;;;0.0042;0.0044;;
28110;3;89;0.011;0.16;0.78;;210;0.069;0.12;0.42;0.34;0.043;320;0.88;56;4.5;0.32;0.62;0.72;0.011;0.022;0.6;0.63
28115;32;69;0.69;6.8;0.79;13;190;0.038;0.17;0.15;;0.63;51;0.84;43;12;0.36;0.83;0.93;0.3;0.39;0.95;0.94
28116;157;32;0.9;11;0.75;;190;0.18;0.39;0.14;0.02;0.26;72;0.82;38;27;0.27;0.81;0.91;0.1;0.13;1.2;1.3
28117;755;69;15;200;0.68;;640;0.11;0.053;0.65;0.12;0.039;130;0.57;130;66;0.4;0.5;0.71;0.0073;0.016;0.82;0.76
28118;97;32;0.74;11;0.82;;210;0.16;0.43;0.18;0.042;0.19;72;0.84;38;28;0.3;0.74;0.86;0.078;0.077;1.1;1.2
29001;108;16;0.3;6.4;0.85;2;160;0.035;0.73;0.2;;0.02;37;0.88;52;24;0.29;;0.59;0.0045;0.0064;;0.93
29002;77;6.6;0.63;7;0.88;3.2;150;0.066;0.82;0.099;;0.0094;69;0.71;53;18;0.28;0.29;;0.0057;0.0019;0.7;
29003;55;15;0.45;5.6;0.9;3.3;150;0.058;0.79;0.099;;0.053;69;0.82;60;14;0.29;0.026;0.84;0.026;0.022;0.3;0.24
29004;55;3.8;0.54;15;0.51;6;68;0.012;0.8;0.16;;0.022;62;0.56;12;16;0.26;;;0.0035;0.0043;;
29005;67;4.1;0.51;20;0.52;12;160;0.12;0.5;0.33;;0.046;260;0.52;29;22;0.29;0.57;0.75;0.016;0.017;1;0.93
29009;27;7.7;0.14;6.8;0.52;1.8;68;0.018;0.78;0.18;;0.018;72;0.63;12;11;0.26;;;0.005;0.0045;;
30001;298;17;1.9;32;0.69;16;160;0.071;0.6;0.23;0.0008;0.09;28;0.59;30;53;0.27;0.63;0.81;0.019;0.035;0.88;0.94
30002;210;3.5;1.4;33;0.41;;140;0.034;0.7;0.2;;0.057;150;0.53;15;22;0.28;0.6;0.81;0.015;0.018;0.87;0.85
30003;197;10;1.3;30;0.59;16;150;0.041;0.77;0.15;0.0001;0.029;210;0.76;39;42;0.29;0.53;0.71;0.012;0.0088;0.74;0.64
30004;62;15;0.5;12;0.65;7;150;0.094;0.73;0.15;;0.029;92;0.57;53;17;0.29;0.39;0.64;0.011;0.0059;0.87;0.97
30005;126;58;0.8;10;0.79;6.7;160;0.11;0.6;0.22;0.0019;0.059;81;0.76;31;26;0.27;;0.66;0.0035;0.014;;1.2
30006;48;12;0.54;13;0.91;1.9;130;0.034;0.52;0.35;;0.088;83;0.81;28;25;0.23;0.68;0.75;0.028;0.039;0.57;0.63
30011;63;52;0.34;10;0.74;2.4;150;0.051;0.77;0.16;0.0001;0.018;150;0.84;45;18;0.29;;;0.0048;0.0018;;
30012;37;7.7;0.25;12;0.45;;140;0.038;0.7;0.23;;0.031;230;0.52;29;17;0.29;0.49;0.69;0.014;0.0073;0.89;0.62
30013;21;11;0.13;4;0.75;0.64;77;0.012;0.63;0.19;;0.16;69;0.95;19;12;0.26;0.71;0.84;0.068;0.079;1.1;1.1
30014;12;2.7;0.068;2.9;0.49;2.6;81;0.23;0.57;0.13;;0.069;84;0.34;29;11;0.22;0.43;0.68;0.0078;0.014;0.61;0.68
30015;51;76;0.28;2.5;0.89;1.3;160;0.086;0.63;0.25;;0.026;84;0.85;33;15;0.27;;;0.0008;0.0035;;
30017;51;87;0.22;6.5;0.5;5.4;160;0.087;0.62;0.21;0.0014;0.073;79;0.66;22;14;0.27;0.41;0.7;0.0063;0.026;0.76;1
30033;66;10;0.24;15;0.35;;100;0.026;0.75;0.16;;0.051;340;0.37;18;16;0.27;;0.64;0.0045;0.0071;;0.75
31001;60;55;0.23;18;0.41;;220;0.17;0.44;0.34;;0.028;140;0.32;71;22;0.3;;;0.0011;0.0035;;
31002;342;6.1;1.1;24;0.59;16;130;0.13;0.65;0.17;0.0008;0.044;110;0.59;31;53;0.22;0.006;0.61;0.0063;0.0081;0.88;0.87
31004;717;13;3.7;77;0.51;35;230;0.12;0.47;0.34;0.0001;0.048;99;0.48;48;80;0.29;0.63;0.79;0.012;0.018;0.76;0.85
31005;417;30;;;;37;220;0.11;0.46;0.39;;0.033;98;0.38;51;58;0.3;0.59;0.77;0.0081;0.013;1.1;1.1
31006;150;24;0.7;11;0.85;13;210;0.1;0.48;0.27;0.0001;0.071;100;0.67;37;39;0.28;0.53;0.79;0.011;0.023;0.87;1.1
31007;412;35;1.9;71;0.5;;220;0.11;0.46;0.4;;0.034;98;0.37;51;54;0.3;0.6;0.77;0.0081;0.013;1.1;1.1
31008;136;16;0.27;23;0.27;;130;0.13;0.66;0.17;0.0005;0.034;110;0.59;27;44;0.22;0.41;0.58;0.0064;0.0069;0.98;0.96
31009;173;14;0.35;12;0.66;;130;0.16;0.62;0.17;0.0013;0.049;99;0.58;36;40;0.23;0.43;0.61;0.0052;0.0083;0.88;0.86
31010;69;38;0.52;13;0.53;9.9;230;0.14;0.51;0.32;;0.031;110;0.53;62;25;0.3;;;0.0041;0.005;;
31013;72;42;0.13;8.5;0.32;;130;0.1;0.71;0.15;0.0008;0.033;98;0.64;22;25;0.23;0.42;0.62;0.0064;0.0063;1;1.1
31016;37;50;0.24;1.8;0.92;;160;0.13;0.6;0.19;;0.07;110;0.78;32;13;0.3;;0.74;0.0041;0.024;;1.4
31021;251;56;1.4;35;0.38;29;220;0.074;0.46;0.42;;0.041;110;0.33;47;33;0.3;0.65;0.8;0.0096;0.018;1.1;1
31022;21;75;0.086;11;0.34;;160;0.056;0.53;0.38;;0.037;320;0.29;46;8.8;0.3;0.2;0.79;0.0041;0.013;0.35;1
31023;4;81;0.02;1.3;0.12;1.9;120;0.33;0.61;0.042;;0.021;85;0.32;33;3.7;0.27;;;0;0;;
31024;22;27;0.12;1.8;0.85;;130;0.22;0.52;0.19;0.0047;0.054;87;0.63;37;14;0.26;;0.6;0.0036;0.009;;1.5
31025;25;84;0.18;6.2;0.27;10;210;0.087;0.36;0.5;;0.055;130;0.31;61;12;0.3;;0.66;0.003;0.0064;;1
31026;3;84;0.023;1.2;0.26;1.1;150;0.064;0.7;0.19;;0.042;55;0.53;41;3.3;0.3;0.005;0.73;0.0046;0.011;;0.27
31028;77;56;0.15;2.4;0.81;;210;0.12;0.35;0.32;0.0001;0.073;96;0.48;41;21;0.3;0.52;0.81;0.012;0.028;0.93;1
32001;1634;3.4;9.3;320;0.51;;220;0.1;0.54;0.26;0.0008;0.088;92;0.53;35;140;0.26;0.7;0.82;0.03;0.047;1;1
32002;90;15;0.8;14;0.73;6.1;140;0.15;0.42;0.2;0.0014;0.21;110;0.37;29;38;0.25;0.75;0.87;0.064;0.11;1.4;1.4
32003;74;30;0.43;31;0.47;13;150;0.21;0.52;0.23;;0.046;110;0.41;38;27;0.3;0.53;0.76;0.0081;0.017;1.1;1.2
32004;194;45;1.4;36;0.53;15;200;0.092;0.51;0.28;0.0004;0.11;97;0.54;40;45;0.29;0.75;0.86;0.035;0.063;0.6;0.64
32006;223;62;1.4;38;0.58;;220;0.086;0.49;0.35;;0.07;96;0.45;47;32;0.3;0.6;0.79;0.015;0.029;1.3;1.2
32007;233;59;1.1;25;0.58;19;210;0.089;0.54;0.28;0;0.075;160;0.54;43;25;0.3;0.68;0.82;0.019;0.042;0.36;0.51
32008;107;79;0.64;10;0.57;10;210;0.077;0.51;0.32;;0.09;120;0.46;42;18;0.3;0.67;0.82;0.023;0.041;1.4;1.3
32010;1530;7.9;;;;63;220;0.1;0.53;0.26;0.0008;0.09;91;0.52;36;120;0.28;0.7;0.82;0.031;0.049;0.99;1
32012;53;65;0.22;11;0.47;;130;0.19;0.56;0.21;0.0004;0.036;340;0.44;26;18;0.3;0.59;0.74;0.019;0.018;0.39;0.34
32019;58;56;0.36;15;0.6;;160;0.088;0.52;0.22;0.0002;0.16;91;0.62;44;17;0.29;0.76;0.89;0.051;0.089;0.58;0.63
32020;47;9.1;0.23;1.4;0.86;;96;0.12;0.6;0.21;;0.066;110;0.89;26;13;0.21;0.62;0.74;0.013;0.022;0.97;1.1
32029;7;80;0.041;1.7;0.41;1.9;150;0.068;0.58;0.34;;0.011;180;0.43;39;4.2;0.3;;;0.0009;0.0017;;
32031;74;64;0.44;12;0.42;;140;0.19;0.54;0.23;0.0003;0.039;1;0.47;28;20;0.3;0.57;0.72;0.018;0.018;0.49;0.45
33001;3030;3.4;14;310;0.4;;250;0.082;0.58;0.24;0.0001;0.082;60;0.46;28;200;0.25;0.65;0.81;0.027;0.038;0.87;0.93
33002;1460;25;11;280;0.53;;250;0.11;0.51;0.31;0.0003;0.073;94;0.45;31;140;0.3;0.62;0.79;0.022;0.035;0.85;0.88
33003;803;2.4;3.6;52;0.65;;170;0.056;0.69;0.17;;0.081;8;0.65;28;61;0.25;0.63;0.81;0.028;0.04;0.67;0.66
33004;466;2.4;1.8;19;0.64;;120;0.13;0.62;0.18;0.0003;0.064;360;0.78;23;47;0.26;0.57;0.79;0.017;0.025;1.1;1.1
33005;389;71;2.5;39;0.5;22;180;0.13;0.48;0.34;0.0001;0.04;150;0.48;27;40;0.31;0.58;0.73;0.0092;0.014;0.88;0.99
33006;275;5.3;1.9;13;0.81;;94;0.16;0.53;0.27;;0.037;200;0.76;20;39;0.3;0.59;0.72;0.014;0.014;1.2;1.1
33007;153;4.6;1.1;7;0.91;3.6;92;0.089;0.74;0.14;;0.033;270;0.8;23;42;0.26;0.52;0.64;0.0092;0.0059;0.94;0.93
33009;1320;41;9.6;140;0.53;84;250;0.11;0.5;0.31;0.0003;0.07;82;0.45;31;96;0.3;0.61;0.78;0.02;0.033;0.85;0.87
33011;129;13;0.45;11;0.7;3.9;66;0.12;0.7;0.15;;0.032;350;0.65;17;30;0.28;0.41;0.68;0.0086;0.0081;0.98;1.1
33012;138;17;0.62;22;0.26;17;100;0.057;0.75;0.18;;0.02;87;0.31;26;31;0.24;0.38;0.58;0.0074;0.0073;0.89;0.89
33013;206;16;0.69;10;0.65;5.3;95;0.084;0.72;0.14;;0.055;1;0.61;19;37;0.28;0.43;0.7;0.011;0.02;1;1
33014;272;8.9;1.3;20;0.77;7.9;120;0.16;0.61;0.15;0.0005;0.079;19;0.78;23;33;0.27;0.61;0.81;0.022;0.035;1;1
33015;277;57;2;27;0.55;20;250;0.059;0.5;0.3;0.0006;0.13;2;0.46;35;43;0.31;0.65;0.83;0.037;0.066;0.74;0.69
33016;762;5.2;2.8;36;0.64;;170;0.057;0.71;0.17;;0.062;4;0.65;29;50;0.25;0.56;0.77;0.019;0.028;0.78;0.75
33017;2860;4.8;;;;140;250;0.086;0.57;0.25;0.0001;0.083;65;0.47;28;190;0.26;0.65;0.81;0.028;0.039;0.84;0.91
33018;138;81;1.1;33;0.54;17;190;0.092;0.49;0.37;;0.041;85;0.37;37;22;0.3;0.53;0.72;0.0065;0.016;0.58;0.7
33019;316;11;1.9;15;0.78;7.3;71;0.16;0.62;0.17;;0.045;220;0.71;14;46;0.31;0.62;0.77;0.014;0.014;0.95;0.88
33020;202;9.4;0.86;63;0.26;;88;0.027;0.77;0.16;;0.042;94;0.32;25;30;0.22;0.49;0.73;0.011;0.017;0.71;0.63
33021;303;8.9;1.2;13;0.74;8.3;170;0.033;0.72;0.19;;0.047;10;0.71;25;35;0.24;0.52;0.76;0.014;0.021;0.86;0.84
33022;541;19;3;31;0.73;23;180;0.083;0.6;0.2;;0.11;22;0.65;31;43;0.27;0.67;0.84;0.044;0.053;0.94;0.99
33023;102;3.9;0.25;4.4;0.7;3.1;120;0.069;0.66;0.23;;0.036;350;0.56;22;34;0.21;0.009;0.66;0.0089;0.0069;0.81;0.68
33024;198;15;0.91;12;0.76;8.1;140;0.089;0.68;0.16;;0.068;350;0.65;38;35;0.28;0.58;0.77;0.02;0.028;0.84;0.81
33025;40;9.9;0.36;1.5;0.92;;93;0.083;0.73;0.16;;0.019;280;0.92;29;16;0.24;0.46;0.6;0.0095;0.0058;0.86;0.87
33026;2570;11;14;190;0.51;;250;0.091;0.56;0.26;0.0001;0.085;57;0.48;29;170;0.26;0.65;0.81;0.029;0.04;0.79;0.88
33027;119;18;0.5;8.7;0.66;5.6;170;0.026;0.77;0.17;;0.03;18;0.61;22;21;0.24;0.4;0.7;0.0077;0.013;0.91;0.91
33028;120;37;0.88;24;0.74;7.5;160;0.12;0.5;0.26;;0.11;79;0.57;37;25;0.29;0.65;0.81;0.034;0.047;0.94;0.95
33029;99;2.5;0.51;4.7;0.84;2.7;83;0.13;0.69;0.14;;0.04;210;0.86;14;19;0.23;0.64;0.81;0.0072;0.0066;1.3;1.3
33030;39;87;0.23;8.5;0.39;8.8;160;0.039;0.65;0.26;;0.045;190;0.36;34;12;0.31;0.61;0.8;0.013;0.016;0.89;0.82
33031;67;57;0.33;18;0.35;13;170;0.12;0.46;0.28;;0.12;310;0.48;29;22;0.31;0.43;0.79;0.011;0.038;0.97;0.79
33032;59;9.4;0.21;1.1;0.97;0.44;92;0.086;0.69;0.22;0.0008;0.01;330;0.97;26;22;0.24;0.52;0.62;0.016;0.0064;1;1.1
33033;108;36;0.68;7.6;0.85;3.7;180;0.078;0.63;0.15;;0.13;20;0.77;36;26;0.3;0.69;0.85;0.058;0.07;0.89;0.9
33034;689;7.2;3.7;29;0.8;16;95;0.15;0.63;0.16;;0.05;350;0.69;16;51;0.29;0.57;0.75;0.013;0.017;0.88;0.85
33035;3430;1.5;16;190;0.56;;170;0.11;0.65;0.17;0.0014;0.062;340;0.73;19;100;0.25;0.61;0.79;0.018;0.025;1;0.99
33037;800;54;4.8;80;0.48;63;190;0.13;0.48;0.34;0.0003;0.048;110;0.44;30;67;0.3;0.6;0.74;0.015;0.024;0.68;0.73
33039;1660;16;11;170;0.54;77;250;0.1;0.51;0.3;0.0002;0.082;77;0.45;30;150;0.28;0.65;0.81;0.026;0.039;0.76;0.82
33040;2;40;0.062;0.25;0.97;;84;0.066;0.48;0.11;;0.34;;;;;;;;;;;
33044;278;15;1.6;14;0.74;8;71;0.14;0.65;0.17;;0.041;230;0.68;13;34;0.31;0.59;0.75;0.013;0.013;1;0.97
33045;28;24;0.14;3.2;0.65;1.1;55;0.076;0.78;0.11;;0.031;290;0.53;15;9.7;0.31;0.55;0.65;0.012;0.011;0.88;0.88
33046;145;20;1.2;18;0.6;9.1;71;0.084;0.73;0.15;;0.045;220;0.58;13;22;0.31;0.61;0.78;0.017;0.016;0.9;0.86
33048;21;25;;;;0.32;55;0.28;0.36;0.33;;0.023;110;0.69;8.8;8.8;0.24;0.003;;0.0028;0.0033;;
33049;44;15;0.27;0.95;0.89;0.79;61;0.26;0.28;0.44;;0.022;200;0.85;13;18;0.31;;0.78;0.0038;0.0075;;1.4
33050;61;9.7;0.29;2.3;0.88;1.5;120;0.089;0.34;0.48;;0.092;320;0.74;28;20;0.26;0.61;0.76;0.036;0.046;0.87;0.82
33051;141;35;0.58;11;0.66;7.9;140;0.1;0.68;0.14;;0.063;29;0.58;41;23;0.29;0.6;0.78;0.019;0.025;0.84;0.79
33052;36;3.1;0.15;0.83;0.96;0.34;120;0.049;0.8;0.11;;0.044;290;0.84;26;12;0.26;0.01;0.74;0.01;0.012;0.69;0.69
33053;114;15;0.24;9.6;0.57;;130;0.067;0.76;0.11;;0.044;290;0.67;34;26;0.26;0.57;0.69;0.013;0.013;0.84;0.81
33054;48;4.5;0.51;1.9;0.95;1.1;93;0.11;0.71;0.16;0.0008;0.018;290;0.91;28;18;0.24;0.46;0.6;0.0087;0.0053;0.95;0.96
33055;99;23;0.24;7.6;0.55;4;130;0.07;0.76;0.11;;0.043;300;0.64;36;21;0.26;0.54;0.69;0.012;0.012;0.84;0.81
33056;76;8.3;0.21;2.1;0.82;;120;0.042;0.78;0.12;;0.045;330;0.88;23;22;0.26;0.54;0.78;0.012;0.019;0.89;0.83
33057;119;81;0.81;19;0.66;8;250;0.041;0.6;0.3;;0.064;330;0.52;33;18;0.31;0.59;0.78;0.015;0.025;1.1;1.1
